type,Threshold,Model,term,Estimate,Std_Error,CI_low,CI_high,OR,OR_Std_Error,CI_lower,CI_upper,p_value,ent_yes_d_yes,ent_no_d_yes,ent_yes_d_no,ent_no_d_no,cov_ent_yes_d_yes,cov_ent_yes_d_no,cov_ent_no_d_yes,cov_ent_no_d_no,knot_ent_yes_d_yes,knot_ent_yes_d_no,knot_ent_no_d_yes,knot_ent_no_d_no,converged,sep_value,separation_flag,nonconv_flag,had_warning_tidy,warning_text_tidy,had_warning_fit,warning_text_fit,warning,p_value_BH
af,95th,both_ent,(Intercept),-2.045338340589582,0.06104108184843893,-2.1667281021314975,-1.9273730587606843,0.12933642281213567,1.062942580936243,0.11455180623304279,0.14552999553167867,3.739111759476759e-246,1243,317,4262,2894,98,213,1462,6943,11,34,1549,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,3.739111759476759e-246
af,95th,both_ent,EntanglementYes,0.6907529310905325,0.07050688516944609,0.5536244022847877,0.830089715588842,1.995217228919477,1.073051957549831,1.7395464220904602,2.293524495934976,1.160283035623366e-22,1243,317,4262,2894,98,213,1462,6943,11,34,1549,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.160283035623366e-22
af,95th,both_ent,Cov_EntanglementYes,0.45482280176424106,0.13192633120108202,0.19265758838430896,0.7103152626191358,1.5758941126351091,1.141024258284293,1.212467559456687,2.0346326011485973,5.656928533697323e-4,1243,317,4262,2894,98,213,1462,6943,11,34,1549,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,5.656928533697323e-4
af,95th,both_ent,scale(Length),0.3723546232664381,0.026112755761460823,0.32129236386989235,0.42369398829830396,1.4511475007242765,1.0264566808532294,1.3789086650408016,1.5275940605944087,3.912943184618709e-46,1243,317,4262,2894,98,213,1462,6943,11,34,1549,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,3.912943184618709e-46
af,95th,both_ent,EssentialNT,-0.7951120421115804,0.23104429829385167,-1.2774055758131928,-0.3671579142636229,0.4515306416418234,1.259915050300186,0.2787595836997439,0.6927002491572765,5.787475739226269e-4,1243,317,4262,2894,98,213,1462,6943,11,34,1549,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,5.787475739226269e-4
af,95th,both_ent,EssentialYes,-0.22848536864164945,0.1108190488402794,-0.45015267992185193,-0.01536768209420649,0.7957379398462616,1.1171927312427044,0.6375308060369603,0.984749798162623,0.03922793815776161,1243,317,4262,2894,98,213,1462,6943,11,34,1549,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.03922793815776161
af,95th,knot,(Intercept),-1.5431881635186184,0.03072282223839906,-1.603816258499896,-1.48337410292693,0.21369870778958655,1.0311996386630031,0.20112749701650506,0.22687090971568522,0,1243,317,4262,2894,98,213,1462,6943,11,34,1549,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0
af,95th,knot,KnotYes,0.17431704375332582,0.3593097841358025,-0.5747537078531557,0.8468739408325395,1.1904329253201917,1.4323404491988423,0.5628434756653236,2.332344397335248,0.6275740882618626,1243,317,4262,2894,98,213,1462,6943,11,34,1549,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.6275740882618626
af,95th,knot,scale(Length),0.4554288211772595,0.025128281618373223,0.40636406415955195,0.5048964571081982,1.576849424499758,1.0254466580441748,1.5013490403502254,1.656813960270461,2.0548280521126678e-73,1243,317,4262,2894,98,213,1462,6943,11,34,1549,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,2.0548280521126678e-73
af,95th,knot,EssentialNT,-0.896132566224626,0.2297717238659786,-1.3762570921331525,-0.4710140156683662,0.40814508543835715,1.2583127343752558,0.2525219528329818,0.6243688274036627,9.615319634758945e-5,1243,317,4262,2894,98,213,1462,6943,11,34,1549,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,9.615319634758945e-5
af,95th,knot,EssentialYes,-0.27574372494178784,0.11025897881118264,-0.49641359933551005,-0.06382520229966945,0.7590074205096157,1.1165672002641387,0.6087098270214499,0.9381689749783941,0.012388752691371057,1243,317,4262,2894,98,213,1462,6943,11,34,1549,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.012388752691371057
af,75th,non_ent,(Intercept),-0.9887984570827822,0.040150914891907113,-1.0679340660459213,-0.9105256130346848,0.37202342469444044,1.0409678598908587,0.3437178828601533,0.4023127076474619,6.484459919300245e-134,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,6.484459919300245e-134
af,75th,non_ent,EntanglementYes,0.5486598476676579,0.047566601326509264,0.4556719808991625,0.6421462284510338,1.730931750566273,1.0487160446751296,1.577232897387993,1.900555531528134,8.83370183874711e-31,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,8.83370183874711e-31
af,75th,non_ent,scale(Length),0.3353231139641516,0.021673108151831988,0.2930506136753552,0.37802282894958217,1.3983921522641733,1.02190967592211,1.3405106368848734,1.459396258979126,5.373878792925569e-54,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,5.373878792925569e-54
af,75th,non_ent,EssentialNT,-1.1922524259237186,0.1789423056919666,-1.5584269194407412,-0.8549840934331139,0.30353679934739414,1.1959517425691741,0.21046689230507323,0.42528995593160124,2.6870380604991718e-11,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,2.6870380604991718e-11
af,75th,non_ent,EssentialYes,-0.07344976996772663,0.07410950156814489,-0.21963481607183055,0.07096215608471683,0.9291828175022597,1.0769247239860227,0.8028119184477358,1.0735405981201573,0.3216377875960843,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.3216377875960843
af,75th,cov_ent,(Intercept),-0.631282825160942,0.022157924143401602,-0.6748105278239186,-0.5879493281772223,0.531909016884015,1.0224052341925174,0.5092529007223875,0.5554651944188055,1.5510508986324377e-178,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.5510508986324377e-178
af,75th,cov_ent,Cov_EntanglementYes,0.4674421582146192,0.10352049645561322,0.26422589384947653,0.6702798372292982,1.5959068907785157,1.1090685251059038,1.3024223722766894,1.9547842655173382,6.318091971115411e-6,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,6.318091971115411e-6
af,75th,cov_ent,scale(Length),0.4039224277064478,0.02104489783164882,0.36289622543788186,0.44540262107079365,1.4976877633770536,1.021267903322592,1.4374866769502288,1.5611186085638902,4.205002596915745e-82,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,4.205002596915745e-82
af,75th,cov_ent,EssentialNT,-1.2772293521952287,0.17822707847603586,-1.6421394979254396,-0.9415114755343137,0.27880871205078633,1.195096671155573,0.19356546604348637,0.39003785692365983,7.704980892602185e-13,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,7.704980892602185e-13
af,75th,cov_ent,EssentialYes,-0.07588937344602115,0.07381194561834746,-0.22152623504339108,0.067904248266448,0.9269187427139918,1.0766043262974,0.8012948998657088,1.0702628240515626,0.3038816853361834,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.3038816853361834
af,75th,both_ent,(Intercept),-0.9998458062152579,0.040271832675188385,-1.079218914694856,-0.921336542764242,0.36793617026833003,1.0410937390273034,0.3398608823393293,0.3979867591317729,4.534712864665162e-136,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,4.534712864665162e-136
af,75th,both_ent,EntanglementYes,0.5392577869060652,0.04764839419788695,0.44610719991846404,0.6329020960597539,1.7147336919627147,1.0488018256797729,1.562218927299323,1.88306749995227,1.075687651258616e-29,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.075687651258616e-29
af,75th,both_ent,Cov_EntanglementYes,0.403196936725647,0.10380400281265129,0.19948496501511842,0.6066441560962839,1.4966015984617334,1.1093829976585396,1.2207738549765592,1.8342655498915208,1.0266155589323465e-4,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.0266155589323465e-4
af,75th,both_ent,scale(Length),0.32999418007213926,0.021732922123063075,0.2876007460351746,0.3728076792658518,1.390960033153173,1.0219708022261518,1.3332249025203962,1.451805100759086,4.5092283347947415e-52,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,4.5092283347947415e-52
af,75th,both_ent,EssentialNT,-1.194137869272372,0.17894451632215633,-1.5603089950537015,-0.8568563665471145,0.3029650370900452,1.195954386379124,0.2100711502248062,0.4244944419235838,2.5023417931047656e-11,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,2.5023417931047656e-11
af,75th,both_ent,EssentialYes,-0.05601064933737922,0.0741925010312717,-0.20235774075469692,0.08856418292394648,0.9455290665787488,1.0770141118694634,0.8168026720650915,1.0926043769036906,0.4502869037492777,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.4502869037492777
af,75th,knot,(Intercept),-0.6135767086998221,0.021723767507788552,-0.6562486965957222,-0.5710895427234448,0.5414109326558664,1.0219614465194595,0.5187938418515614,0.5649096101195742,1.6634226885158963e-175,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.6634226885158963e-175
af,75th,knot,KnotYes,0.3847551401476568,0.25173745503961886,-0.11170702817714719,0.8793349874311145,1.4692545159481525,1.2862582923177648,0.8943062256489575,2.4092969607921795,0.12641363543996056,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.12641363543996056
af,75th,knot,scale(Length),0.4102123298244402,0.02098065316921648,0.369315770734798,0.4515701641926419,1.5071377614376862,1.0212022944184236,1.4467443710871766,1.570776627409615,3.9718100402788896e-85,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,3.9718100402788896e-85
af,75th,knot,EssentialNT,-1.2750927616836867,0.17825496159935436,-1.6400646103933023,-0.9393296425780134,0.27940504893649776,1.1951299946480118,0.1939675095689431,0.39088978341679126,8.478012614092325e-13,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,8.478012614092325e-13
af,75th,knot,EssentialYes,-0.09472368910023017,0.07371933899469854,-0.2401816404132305,0.04888616730488985,0.9096242388394502,1.0765046302220656,0.7864849906327258,1.0501008081311016,0.19881912222046275,2911,900,4262,2894,209,213,3602,6943,33,34,3778,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.19881912222046275
af,50th,non_ent,(Intercept),-0.5560335692989928,0.034629018342218994,-0.6240961713218146,-0.4883412340346116,0.5734792242570402,1.0352355841392293,0.5357454318435059,0.6136434412849447,5.117489630325862e-58,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,5.117489630325862e-58
af,50th,non_ent,EntanglementYes,0.4759039269987583,0.04139069940540621,0.39487853162644426,0.5571355892469795,1.6094683820726154,1.0422592360712857,1.4842038961377897,1.745665030310466,1.3524707219972183e-30,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.3524707219972183e-30
af,50th,non_ent,scale(Length),0.31727262081830754,0.02033457201924299,0.2776458346755082,0.3573665812366946,1.3733769320370168,1.0205427279553627,1.3200186095931212,1.4295598236202713,6.986586507725555e-55,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,6.986586507725555e-55
af,50th,non_ent,EssentialNT,-1.237099141526755,0.15452091090576803,-1.5501961439772438,-0.9432562867036854,0.2902248993590665,1.16709868289291,0.21220634674757863,0.38935790787826724,1.1847025664618204e-15,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.1847025664618204e-15
af,50th,non_ent,EssentialYes,0.13581664120505507,0.06258512964807622,0.013012615934974152,0.25839343791140823,1.145471842001454,1.0645850828138617,1.0130976484532417,1.294848160776378,0.029998482948666493,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.029998482948666493
af,50th,cov_ent,(Intercept),-0.24582445417122006,0.019737930452261732,-0.2845401061887839,-0.20716625945371786,0.7820595001591881,1.0199340113538553,0.7523601805594619,0.8128844890209078,1.3231167051845835e-35,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.3231167051845835e-35
af,50th,cov_ent,Cov_EntanglementYes,0.36198141489320146,0.09653159575997913,0.17318240917638547,0.5518003966963099,1.4361722502976662,1.101344378406703,1.1890829849509308,1.7363763716688885,1.7692276013706146e-4,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.7692276013706146e-4
af,50th,cov_ent,scale(Length),0.3836376928015696,0.01976554295807631,0.3451305864055178,0.4226183257329569,1.4676136183676503,1.0199621746765024,1.4121743183956172,1.5259517682829125,6.425021765891395e-84,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,6.425021765891395e-84
af,50th,cov_ent,EssentialNT,-1.3085270307317813,0.15392723240224343,-1.6205572137833837,-1.0159451918363063,0.2702177858854456,1.1664060071270854,0.19778845791757257,0.36206005184628354,1.8805247010093792e-17,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.8805247010093792e-17
af,50th,cov_ent,EssentialYes,0.1349797029609031,0.0623408920646283,0.012636226297216908,0.2570598013689784,1.1445135538792104,1.0643251028755887,1.012716400749671,1.2931224549402272,0.03037335042790057,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.03037335042790057
af,50th,both_ent,(Intercept),-0.5642951557450903,0.03473258395343663,-0.6325612626028906,-0.4964003593915388,0.5687608933570802,1.03534280449733,0.5312294389726024,0.6087178863588069,2.3513146435154807e-59,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,2.3513146435154807e-59
af,50th,both_ent,EntanglementYes,0.4692893084699763,0.04144836421394999,0.38815002626942574,0.5506331303279269,1.598857494864943,1.042319339483496,1.4742509440671743,1.7343507403830172,1.0180854490069978e-29,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.0180854490069978e-29
af,50th,both_ent,Cov_EntanglementYes,0.30591119662663585,0.09675447312176845,0.11670993184022221,0.4961967194346125,1.3578617184924946,1.1015898704924816,1.123793405723068,1.6424626303603562,0.001568367102978548,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.001568367102978548
af,50th,both_ent,scale(Length),0.3129652604521555,0.020386378861147587,0.2732344487082352,0.35315842491124505,1.3674740247731274,1.0205956004206926,1.3142083231527601,1.4235566524063206,3.4510645245500476e-53,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,3.4510645245500476e-53
af,50th,both_ent,EssentialNT,-1.2381002828749639,0.1545168284340768,-1.5511860185659203,-0.9442619471876654,0.28993448860740023,1.167093918255302,0.21199639300845655,0.38896654283935017,1.1219769606897712e-15,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.1219769606897712e-15
af,50th,both_ent,EssentialYes,0.147872126189501,0.06266527921347577,0.0249092696623881,0.2706040451691566,1.1593646345101993,1.0646704122650936,1.0252220975574515,1.3107559674633416,0.018289037150468923,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.018289037150468923
af,50th,knot,(Intercept),-0.23249733630006386,0.019375084175736246,-0.27050006955402917,-0.19454867699918044,0.7925518604643065,1.0195639992283543,0.7629978469266434,0.8232061060782835,3.5611132275179465e-33,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,3.5611132275179465e-33
af,50th,knot,KnotYes,0.27983187786278524,0.23432511856186755,-0.1773938427078742,0.7446904242587329,1.3229073836236935,1.2640553932799596,0.8374498960304079,2.1057894327393027,0.23239837243645434,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.23239837243645434
af,50th,knot,scale(Length),0.38883007990928387,0.019709955119079945,0.3504347313510649,0.42770447281062896,1.4752538547656353,1.0199054787591704,1.4196845958610878,1.533732754255583,1.2496764550675144e-86,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,1.2496764550675144e-86
af,50th,knot,EssentialNT,-1.3073306589999818,0.15394847853612675,-1.6194060937856438,-1.014711538859148,0.27054126026512776,1.1664307890085337,0.19801626725959284,0.36250698393001946,2.0310897739910282e-17,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,2.0310897739910282e-17
af,50th,knot,EssentialYes,0.12113938999826133,0.06225195192420967,-0.0010292602368427491,0.24304589129965634,1.1287822423567753,1.0642304458609544,0.9989712692697925,1.2751271400174464,0.05166035202318805,4182,1415,4262,2894,274,213,5323,6943,44,34,5553,7122,TRUE,FALSE ,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,0.05166035202318805
